"language","rightsHolder","datasetID","datasetName","taxonID","scientificName","kingdom","phylum","class","order","higherClassification","taxonRank"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:dc8161dada61c0dff4dea53e91a08edf","Oxyura jamaicensis (Gmelin 1789)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:1967afef9650cfb72754f5d7c4491629","Oxyura leucocephala (Scopoli, 1769)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:0773644ec687af9edc140218e4af2adf","Oxyura maccoa (Eyton, 1838)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:843de81584df41cbc82c7f2364f19986","Oxyura vittata (Philippi, 1860)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:bfc2926e4728759ca96a3b49c383dab4","Porphyrio porphyrio (Linnaeus, 1758)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:ad39530bef62d652d73b8a42ea89ef1d","Sarkidiornis melanotos (Pennant, 1769)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:864a11d7e946057065326af33dcf7930","Tadorna cana (Gmelin, 1789)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:9b00c0aca7b52fbab72d32087843a176","Tadorna ferruginea (Pallas 1764)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:acb0cda78b0654ed2190f3f2713dbd72","Tadorna radjah Lesson, 1828","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:6c75aa8e4db964e757bac2bec2dd2a75","Tadorna tadornoides (Jardine & Selby, 1828)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:b8ffb4f0d01ba4afc768609a7f2f52cb","Tadorna variegata (Gmelin, 1789)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:24fc58680d297be48f7fd8c9a9802d4e","Callosciurus erythraeus (Pallas 1779)","Animalia","Chordata","Mammalia","","Animalia | Chordata | Mammalia","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:421bb710f679247a8a0c30a43fbc7c1d","Castor canadensis Kuhl 1820","Animalia","Chordata","Mammalia","","Animalia | Chordata | Mammalia","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:d77191728b81e399fc92fc4a1d448097","Cervus nippon Temminck 1838","Animalia","Chordata","Mammalia","","Animalia | Chordata | Mammalia","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:cbc833d8077838a5c565059786d2ea9f","Cervus porcinus Zimmermann, 1780","Animalia","Chordata","Mammalia","","Animalia | Chordata | Mammalia","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:266a6482d548a433c1904385a22dec9e","Cynomys ludovicianus (Ord, 1815)","Animalia","Chordata","Mammalia","","Animalia | Chordata | Mammalia","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:8202a73a182b474f669ad12eed8b0098","Glis glis Linnaeus 1766","Animalia","Chordata","Mammalia","","Animalia | Chordata | Mammalia","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:51aeab97b48f0eddfcb2ef4d2dfee0d8","Hydropotes inermis Swinhoe 1870","Animalia","Chordata","Mammalia","","Animalia | Chordata | Mammalia","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:3b37707c07eff4431cd766bdc2f13dae","Hystrix brachyura Linnaeus, 1758","Animalia","Chordata","Mammalia","","Animalia | Chordata | Mammalia","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:42483f07f7a40c7a0fd2f212c674f3d8","Lepus granatensis Rosenhauer 1856","Animalia","Chordata","Mammalia","","Animalia | Chordata | Mammalia","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:71f4692e9ec1bacbbef40fb45a75aa88","Macropus rufogriseus (Desmarest 1817)","Animalia","Chordata","Mammalia","","Animalia | Chordata | Mammalia","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:9dba82e47ca10d793d6b657d9da92329","Mephitis mephitis (Schreber, 1776)","Animalia","Chordata","Mammalia","","Animalia | Chordata | Mammalia","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:229d73c06bce905e06993357330a76ba","Meriones unguiculatus Milne-Edwards, 1867","Animalia","Chordata","Mammalia","","Animalia | Chordata | Mammalia","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:25b1121666680ebff9045e933572a44e","Mesocricetus auratus (Waterhouse 1839)","Animalia","Chordata","Mammalia","","Animalia | Chordata | Mammalia","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:4f2381e3aae9714040f43316d03bf214","Muntiacus reevesi (Ogilby 1839)","Animalia","Chordata","Mammalia","","Animalia | Chordata | Mammalia","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:f06cdf5a049689993e30324438d7d22e","Mustela lutreola (Linnaeus, 1761)","Animalia","Chordata","Mammalia","","Animalia | Chordata | Mammalia","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:79a2909c7e848b8d79dce3a7422c5dcd","Mustela vison (Schreber, 1777)","Animalia","Chordata","Mammalia","","Animalia | Chordata | Mammalia","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:46d0a40a2cb3e32deaf52faca4677f44","Myocastor coypus (Molina 1782)","Animalia","Chordata","Mammalia","","Animalia | Chordata | Mammalia","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:c6186ca3052489e300d17d7054b2ad75","Nyctereutes procyonoides (Gray 1834)","Animalia","Chordata","Mammalia","","Animalia | Chordata | Mammalia","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:927b9440da0f70e526cb464cca9deae3","Ondatra zibethicus (Linnaeus 1766)","Animalia","Chordata","Mammalia","","Animalia | Chordata | Mammalia","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:8e6b2437d84cc477e0ed2a342d0d5781","Procyon lotor (Linnaeus 1758)","Animalia","Chordata","Mammalia","","Animalia | Chordata | Mammalia","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:56a341c5a46642f373bb5bd715ef4916","Rangifer tarandus (Linnaeus 1758)","Animalia","Chordata","Mammalia","","Animalia | Chordata | Mammalia","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:196cc1018ce5e3848f30873384a89e42","Rattus norvegicus (Berkenhout 1769)","Animalia","Chordata","Mammalia","","Animalia | Chordata | Mammalia","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:fc53e31dc61bd02c8f30da403ecd59f6","Sciurus carolinensis Gmelin 1788","Animalia","Chordata","Mammalia","","Animalia | Chordata | Mammalia","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:49f3b11fd2621287df4ecd95c7b11790","Sylvilagus floridanus (J.A. Allen 1890)","Animalia","Chordata","Mammalia","","Animalia | Chordata | Mammalia","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:379d22603ada7ed5ac7aaef31ee917c1","Tamias sibiricus (Laxmann 1769)","Animalia","Chordata","Mammalia","","Animalia | Chordata | Mammalia","species"
